GROUP,ID,VAT1,TXNDC5,TUBB4B,TOM1,TOLLIP,TMEM30A,TMC6,TCIRG1,SYNGR1,SVIP,STXBP2,STK11IP,SLPI,SLC27A2,SERPINB6,S100P,S100A9,RAB4B,RAB24,QSOX1,PYGB,PYCARD,PTPRN2,PTPN6,PTGES2,PSMC3,PSMB1,PSMA2,PRKCD,PPIE,PKP1,PGRMC1,PGM1,PFKL,PDXK,PDAP1,ORMDL3,NME2,NIT2,NDUFC2,NBEAL2,NAPRT,MVP,MLEC,MIF,METTL7A,MAN2B1,LTF,LRG1,LAMTOR1,LAMP1,JUNB,JUN,IMPDH2,IMPDH1,HSPA1B,HSPA1A,HMOX2,GUSB,GSTP1,GSDMD,GALNS,GAA,FUCA1,FOS,ENPP4,EEF2,DPP7,DNASE1L1,DNAJC5,DGAT1,DDOST,DBNL,CYBA,CXCL8,CTSH,CTSD,CST3,COMMD3,CKAP4,CEP290,CD59,CD14,CAT,CANT1,ATP8B4,ATP6V0C,APRT,APEH,AP2A2,ANPEP,AMPD3,ALDOC,ALDH3B1,AGPAT2,AGA,ACTR1B,ACAA1,ABCA13
A,199,0,0,26,2,10,0,0,10,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,9,4,9,0,0,0,0,4,0,5,0,3,0,0,7,1,0,3,0,0,0,0,47,0,42,0,0,0,0,0,2,0,142,0,26,0,0,0,11,30,12,18,0,0,1,0,18,1,0,19,0,31,0,0,15,0,44
A,200,0,39,47,18,12,40,5,0,0,65,12,0,44,5,23,29,166,0,15,0,10,18,1,118,0,17,32,57,24,6,0,8,14,11,26,10,4,23,12,0,5,0,16,19,0,25,40,35,4,11,6,17,10,37,1,0,35,7,0,0,0,0,3,6,107,58,169,10,0,25,7,12,53,9,669,51,35,0,10,0,25,38,5,10,5,33,24,1,25,48,5,10,7,33,0,3,4,0,219
A,201,0,6,35,8,10,5,0,5,0,10,5,0,13,5,6,0,7,0,2,4,4,3,0,1,2,1,8,10,1,2,0,10,16,2,14,3,2,3,1,2,4,0,3,15,1,12,13,3,0,5,1,3,0,4,0,22,0,1,1,24,0,1,0,1,1,9,45,0,2,7,0,3,13,0,6,12,31,38,0,2,3,0,0,7,7,17,15,1,14,5,7,18,0,32,0,0,1,0,75
A,202,3,7,97,6,7,21,2,5,6,5,4,4,29,5,31,17,4,1,2,3,0,3,13,1,6,19,25,17,1,9,1,19,9,6,14,3,2,13,27,3,0,0,10,34,0,34,1,0,0,4,4,2,1,9,1,17,21,3,9,57,0,7,2,5,6,30,107,3,4,7,1,2,11,0,42,17,16,17,8,0,51,19,0,9,3,1,3,0,5,7,3,22,0,91,0,5,0,18,253
A,203,5,10,35,6,10,16,7,5,0,28,21,8,67,6,8,14,21,0,0,22,20,4,2,9,0,10,20,14,15,0,0,5,6,14,16,13,6,14,3,3,1,12,12,22,5,25,19,0,0,7,3,11,9,20,0,0,11,2,11,75,1,0,3,15,2,8,144,2,5,29,3,12,25,9,1,7,76,23,5,10,2,37,1,5,5,4,32,2,19,5,25,25,0,117,8,5,4,5,73
A,204,0,3,4,0,1,6,0,2,3,7,4,0,13,0,16,21,15,2,5,0,0,0,2,2,0,15,14,19,3,0,2,4,0,0,7,2,0,1,0,0,2,1,4,3,0,5,3,4,0,3,12,4,0,5,0,0,6,0,2,2,0,4,0,1,6,5,11,0,0,5,0,2,0,0,4,3,2,14,4,3,2,5,3,2,3,3,2,0,1,6,2,4,0,1,0,0,0,0,4
A,205,0,7,28,35,9,5,4,14,0,4,4,3,9,1,27,3,12,9,0,17,0,3,5,11,0,1,19,11,0,2,0,4,5,5,12,2,1,13,6,0,15,0,11,3,1,2,5,0,0,4,3,2,11,2,0,188,125,1,0,18,0,2,7,0,5,19,64,0,0,8,0,17,15,4,16,5,50,24,3,2,6,3,4,2,2,10,21,0,18,11,0,2,18,23,0,0,6,0,17
A,206,0,0,24,4,0,11,2,2,0,5,8,1,63,8,15,23,6,0,4,0,3,0,2,3,0,17,14,61,5,0,4,3,2,2,3,5,4,5,3,0,3,2,6,5,1,2,1,2,1,3,7,12,13,0,2,8,14,1,0,7,0,1,0,0,16,12,50,1,5,7,0,3,2,2,11,5,10,21,0,3,8,16,0,2,1,4,11,1,9,1,8,8,0,18,6,3,0,5,52
A,207,3,17,49,3,8,14,4,9,1,15,9,5,37,4,27,19,21,3,5,10,4,2,3,10,8,4,10,20,3,7,2,5,10,9,14,3,4,12,2,0,7,0,5,24,1,16,6,3,6,6,7,7,12,8,2,20,0,2,8,40,1,2,2,15,10,10,82,1,1,9,0,1,5,2,59,11,72,49,4,10,5,15,2,10,1,6,33,2,9,5,0,11,1,31,0,2,1,4,209
A,208,35,123,227,68,17,45,52,95,2,52,91,24,190,126,8,8,20,30,18,56,34,8,14,298,8,34,62,76,0,48,23,32,42,29,60,34,13,54,89,17,55,8,66,233,1,259,89,118,26,52,49,43,30,134,7,45,23,21,29,23,13,55,10,65,111,137,250,3,18,81,4,66,141,21,29,127,104,49,17,28,110,56,6,51,18,47,102,3,108,33,76,229,54,268,6,18,13,75,2991
A,209,11,19,153,94,11,39,0,18,3,24,36,21,204,11,48,83,312,0,32,15,47,4,24,70,0,49,17,41,32,4,1,17,12,25,79,46,21,32,4,3,50,15,52,87,4,116,22,13,15,26,22,197,127,16,4,65,73,6,31,111,27,12,17,41,407,72,234,5,0,71,0,35,16,26,938,32,114,95,0,26,113,128,2,12,12,28,69,0,39,2,80,76,5,199,6,0,12,5,664
A,210,0,6,160,5,22,22,13,14,0,13,3,15,53,29,28,2,24,0,6,14,3,0,6,21,2,5,12,0,0,4,0,8,8,29,15,18,0,8,9,0,24,9,13,18,5,39,13,4,32,9,18,62,60,2,2,53,30,0,2,62,1,13,8,18,67,47,172,0,0,49,1,3,17,8,16,18,72,28,1,0,11,16,8,9,9,6,29,1,35,19,20,7,0,187,9,2,14,21,483
A,211,2,16,89,20,35,25,5,38,3,10,32,7,56,0,6,16,32,3,2,13,13,21,3,28,6,17,16,25,0,12,0,10,16,14,44,6,5,16,9,3,25,8,42,57,21,13,10,1,6,46,5,43,16,18,9,62,0,3,8,51,5,6,22,21,14,14,193,2,7,19,1,18,31,13,17,13,235,86,4,8,8,18,1,14,6,3,40,2,16,26,16,38,3,92,6,2,12,4,106
A,212,0,4,13,0,0,48,0,0,0,0,0,0,3,0,0,0,26,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41,0,0,0,0,26,2,0,37,12,0,0,0,37,0,0,12,0,0,0,0,29,6,1,0,0,0,0,0,2,3,25,0,15,0,0,0,0,9,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,0,97
A,213,0,1,10,1,1,4,0,1,0,0,6,0,25,2,2,0,0,4,0,0,1,3,0,0,0,6,1,20,0,0,4,0,6,0,1,3,0,1,1,0,2,0,1,5,0,3,1,2,0,2,2,3,2,1,0,0,7,2,0,9,3,0,0,3,2,5,14,0,0,1,0,1,4,1,2,7,2,1,0,1,5,6,1,2,2,2,10,1,2,2,1,4,1,3,0,2,0,1,16
A,214,0,0,62,2,16,42,2,13,0,10,9,0,31,1,0,10,15,0,0,14,7,5,0,10,3,0,0,19,0,0,15,0,0,0,11,0,0,9,12,0,0,0,0,12,0,8,1,0,1,4,0,0,0,0,0,4,19,0,1,25,0,4,0,16,0,0,9,8,0,12,0,7,9,0,18,17,3,35,0,0,0,16,7,0,0,6,1,0,0,8,0,13,0,5,9,0,0,28,106
A,215,0,3,100,4,2,8,2,10,0,11,15,12,47,20,29,0,12,6,4,1,1,0,4,17,0,9,13,31,5,8,0,7,8,5,11,2,1,16,11,0,27,2,21,5,3,9,7,0,0,8,5,9,4,2,0,21,20,2,9,9,0,4,0,4,9,23,55,0,1,8,0,4,7,2,26,2,20,16,4,1,12,13,5,6,4,14,43,0,12,6,3,11,5,77,8,2,3,7,162
A,216,0,12,112,0,0,161,1,47,0,30,19,36,68,82,0,19,0,11,0,42,8,6,0,14,0,2,40,47,0,2,0,15,10,0,34,1,0,35,59,4,31,0,25,192,0,139,1,0,14,19,10,22,42,36,0,27,0,9,6,71,9,2,5,72,92,226,87,0,17,10,2,8,9,0,5,0,59,27,10,0,163,13,0,5,1,14,6,3,13,16,15,64,0,97,0,20,0,43,1926
A,217,4,0,7,0,3,5,0,0,2,6,4,0,9,2,12,9,13,0,0,0,0,0,3,13,0,14,7,10,0,4,1,0,6,0,5,3,3,5,2,0,0,0,2,9,0,10,0,4,0,15,2,2,5,1,0,0,0,0,0,11,0,0,1,0,6,13,9,1,0,0,0,3,13,0,21,3,4,8,0,0,0,0,0,1,0,0,3,0,0,1,0,6,0,4,0,0,0,0,40
A,218,5,0,142,16,8,26,27,33,1,15,17,12,194,31,7,13,71,6,18,17,16,0,11,42,10,9,19,23,0,15,9,22,0,12,30,4,6,8,14,3,44,4,23,51,2,69,20,21,3,6,22,62,41,52,0,25,29,10,4,59,7,17,4,23,129,46,123,4,5,29,1,8,48,13,205,31,51,46,11,17,31,65,5,12,14,16,36,1,24,33,41,44,5,101,4,7,1,27,726
A,219,0,35,107,0,17,0,0,0,16,35,58,0,40,0,0,87,0,0,0,0,0,19,62,0,0,93,174,141,0,16,41,0,0,5,40,0,0,105,67,118,0,0,82,0,0,1,0,0,2,33,0,31,9,28,0,154,0,1,44,13,0,8,0,48,11,79,168,0,0,0,0,8,117,1,63,0,79,113,0,0,0,0,0,0,37,0,58,11,102,0,19,60,10,6,0,0,0,0,121
A,220,1,7,58,3,4,25,0,7,0,16,9,0,20,24,20,5,0,0,0,10,6,6,2,0,5,13,6,5,0,6,6,6,0,15,1,0,2,29,9,1,4,0,3,27,0,24,8,7,0,6,8,6,18,10,1,14,13,0,6,61,7,6,0,14,23,18,69,0,5,5,2,4,13,0,1,10,13,14,2,12,14,7,0,8,0,0,15,0,19,10,2,10,0,57,0,1,0,26,421
A,221,18,7,90,23,12,10,10,5,0,24,19,11,33,3,46,42,47,0,0,20,0,17,2,12,3,0,8,27,0,0,0,0,8,23,61,10,7,29,11,0,30,0,39,34,11,29,41,0,0,58,26,33,2,31,0,44,0,0,2,117,5,0,23,1,8,36,274,7,0,23,3,0,13,44,43,11,309,104,27,1,11,0,10,15,0,35,138,0,45,23,8,48,0,79,15,0,0,52,164
A,222,1,11,108,23,9,13,1,4,9,30,2,8,97,0,0,50,64,3,0,6,14,13,4,10,3,3,9,26,12,7,14,7,8,8,22,6,0,74,4,3,15,4,12,2,10,45,1,1,3,6,0,18,0,1,3,35,0,0,0,223,0,8,0,0,19,23,185,1,25,28,11,7,42,2,15,12,112,85,0,8,2,1,14,1,9,4,67,12,13,8,6,28,0,121,0,0,11,10,129
A,223,15,10,45,11,11,20,0,0,7,35,5,0,27,16,29,55,75,2,6,5,2,0,11,7,4,23,35,78,0,1,3,1,7,0,34,25,5,51,13,8,8,0,19,37,4,46,2,29,8,12,5,1,5,44,0,0,7,0,2,15,0,0,0,8,39,39,101,0,9,18,5,8,4,0,580,12,27,22,0,2,26,21,6,12,1,8,2,0,19,9,10,12,0,11,2,10,0,4,111
A,224,54,117,629,511,53,511,128,508,5,96,456,57,397,477,11,84,1646,56,257,240,59,34,100,456,29,40,136,130,147,144,25,97,40,99,227,84,37,55,240,30,451,76,243,367,13,507,108,46,189,90,141,1086,164,65,40,448,306,32,116,141,66,173,57,145,2324,817,440,23,48,207,22,80,579,168,7238,123,605,173,47,330,382,596,294,74,81,201,231,15,82,85,777,339,9,914,27,31,9,327,7639
A,225,2,8,59,2,0,146,4,0,0,4,42,0,67,40,0,0,12,2,0,15,0,0,12,1,0,0,0,0,0,12,0,22,4,4,21,3,1,0,28,0,42,0,5,7,0,12,0,3,0,1,16,4,87,6,0,12,30,0,3,0,2,0,10,19,75,61,22,0,0,0,0,2,11,4,152,14,42,22,0,0,41,24,0,0,0,4,5,0,0,0,3,2,0,18,0,0,0,28,775
A,226,0,3,0,0,0,2,0,0,0,0,4,4,9,0,0,0,11,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,1,0,2,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,11,19,0,0,0,0,0,0,0,0,11,0,0,3,0,0,9,2,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3
A,227,0,1,46,12,11,26,3,28,3,1,30,12,46,14,20,5,2,5,12,8,0,3,0,26,4,17,34,15,18,2,8,3,0,1,10,3,4,13,13,2,0,7,31,23,0,16,10,10,9,10,10,21,36,12,8,0,36,2,1,22,4,6,12,8,13,37,49,3,4,18,0,5,23,6,23,33,97,30,3,2,18,18,0,6,3,14,22,0,6,11,12,44,0,40,0,0,0,20,120
A,228,14,16,54,8,9,16,2,5,2,16,28,4,38,11,16,38,35,1,2,5,11,5,1,34,4,33,29,45,3,5,10,9,2,6,18,18,2,33,11,10,6,0,14,18,0,16,8,7,3,12,10,12,14,18,0,16,11,10,4,39,0,6,0,1,16,18,185,0,0,12,3,7,29,1,43,20,36,23,8,3,34,22,1,5,5,10,15,2,21,13,6,9,3,41,0,3,4,5,96
A,229,0,0,5,0,0,0,2,1,0,2,0,0,11,0,4,8,28,0,6,0,0,5,0,7,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,1,3,0,0,0,0,0,1,0,1,6,10,0,0,14,0,0,21,0,0,0,0,4,4,19,5,0,3,0,0,0,2,16,7,6,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7
A,230,19,20,143,6,1,72,18,26,0,9,64,12,42,85,8,6,40,17,0,39,1,13,0,38,5,19,39,14,0,20,0,10,16,6,51,4,0,4,32,5,4,11,38,44,4,102,0,0,4,6,12,38,6,13,0,34,0,3,10,108,10,14,6,28,34,100,35,8,11,19,2,13,44,0,86,51,41,30,12,8,73,186,0,20,9,7,20,0,6,0,24,64,8,102,11,0,1,35,1497
A,231,0,4,73,3,9,3,0,3,0,9,9,0,14,3,0,10,14,2,3,1,1,0,1,1,1,4,15,28,0,8,0,0,1,20,0,0,0,7,12,0,14,0,2,15,3,1,12,0,2,2,1,5,2,4,1,10,6,0,0,3,1,0,2,5,1,6,77,1,0,4,4,0,12,3,31,11,47,24,1,3,12,6,0,4,0,11,25,0,9,13,9,23,7,35,0,0,0,3,90
A,232,2,0,154,19,8,15,2,5,0,27,16,6,89,10,52,13,5,7,6,3,18,5,3,35,8,7,33,25,0,3,0,13,28,10,43,2,2,20,32,16,0,1,23,30,6,59,32,5,4,15,11,12,2,29,0,52,47,15,7,45,14,25,12,13,1,19,229,4,5,22,0,2,37,16,0,23,168,135,1,1,24,29,1,31,7,15,39,2,28,27,11,48,3,152,2,10,0,13,187
A,233,0,3,13,4,5,17,1,15,0,8,4,2,30,11,2,0,1,0,0,0,5,4,0,2,0,2,14,5,0,0,0,0,3,0,0,0,0,6,1,0,0,0,6,7,0,20,0,5,0,0,0,0,7,4,0,0,10,0,13,9,0,0,1,13,1,19,14,0,0,0,0,6,1,1,9,2,11,3,1,0,19,0,0,16,2,4,5,0,2,0,0,3,1,3,0,0,0,1,191
A,234,8,18,341,15,33,9,4,15,9,18,12,27,70,34,64,0,15,0,0,11,10,4,9,6,0,4,36,50,0,20,0,16,16,14,26,5,0,28,25,27,95,0,14,34,10,50,5,10,6,14,8,18,48,35,1,147,43,1,1,78,1,42,3,19,27,40,164,0,12,11,0,14,23,2,34,26,93,91,10,0,61,110,0,12,0,15,59,0,31,19,5,80,0,257,5,0,30,37,673
A,235,4,6,65,112,4,30,0,93,0,8,84,17,29,9,64,15,512,0,63,28,24,4,5,101,0,21,51,77,15,9,17,10,8,8,54,9,0,27,10,0,11,24,47,45,4,14,23,6,58,10,25,269,165,13,5,8,22,1,19,18,7,2,0,15,1044,29,120,1,6,39,8,35,48,16,2479,4,32,29,5,45,23,81,56,6,18,43,61,5,6,13,99,39,2,58,0,16,0,18,263
A,236,0,0,570,0,0,93,0,158,0,0,0,20,464,0,146,0,632,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,172,0,74,0,0,0,39,0,0,0,0,0,0,0,0,2,53,0,59,0,547,0,0,0,0,0,0,20,0,1304,0,34,35,0,0,176,0,0,0,0,0,10,0,38,99,0,9,0,503,0,0,0,156,2682
A,237,7,0,98,24,5,35,15,43,2,16,24,11,95,14,11,9,52,8,14,31,15,22,3,38,9,18,13,29,10,7,5,12,0,32,46,4,6,16,17,8,113,6,39,46,6,35,21,8,13,14,16,59,44,21,5,58,58,6,19,34,2,22,13,13,86,27,189,5,15,31,7,16,35,17,224,40,158,102,1,9,19,52,12,7,10,17,69,2,57,17,19,40,1,97,1,11,2,20,524
A,238,12,39,12,15,5,36,1,3,0,10,3,0,86,4,66,44,16,0,24,5,2,4,0,6,0,40,30,30,14,3,3,6,27,1,27,16,0,16,10,9,19,0,4,43,0,15,9,21,5,20,29,0,4,35,0,7,8,4,0,11,3,0,2,35,10,68,106,0,0,13,0,18,5,7,19,18,25,4,9,15,36,0,5,12,11,40,8,11,17,11,2,4,7,30,0,4,2,8,71
A,239,0,0,376,196,0,54,0,120,0,105,75,0,200,120,0,33,664,0,61,140,0,2,9,114,0,0,47,0,34,0,0,106,0,7,93,41,11,0,0,0,43,0,204,32,0,39,9,0,47,27,72,340,42,0,0,302,0,1,77,217,57,183,25,139,530,48,188,0,0,138,4,0,109,6,3424,175,212,79,0,9,237,34,98,0,0,0,44,0,5,180,518,15,0,211,0,0,0,364,2417
A,240,7,30,39,4,7,56,0,4,0,2,28,2,83,56,25,8,3,8,14,6,3,0,2,2,0,15,33,29,1,15,2,9,3,0,6,2,0,16,7,7,18,0,16,39,0,50,0,4,18,4,9,2,47,23,0,10,26,8,1,31,1,0,0,28,46,53,44,0,2,2,1,15,21,0,23,2,13,4,8,20,59,16,0,13,5,12,0,0,8,3,17,21,0,33,0,4,0,40,695
A,241,0,0,0,37,0,0,0,25,0,61,150,0,21,0,29,14,184,50,0,166,0,0,0,0,0,0,0,0,1,70,0,0,46,1,103,0,0,0,0,0,0,0,78,0,0,4,0,0,0,0,0,0,51,0,0,0,0,67,0,68,0,0,14,0,0,0,316,46,0,5,0,0,2,0,185,0,24,0,10,0,12,58,0,0,0,0,0,25,0,0,0,0,0,50,0,0,0,1,117
A,242,1,2,69,7,7,4,3,19,0,5,10,2,32,12,6,1,9,2,7,3,4,2,7,23,0,8,15,24,0,6,0,3,4,5,15,4,2,9,10,2,0,2,28,5,2,14,4,2,1,3,7,29,21,10,0,28,0,12,2,6,5,9,3,3,18,19,54,6,0,10,1,7,17,7,6,18,31,14,0,0,4,3,5,1,1,8,21,0,20,9,0,19,3,46,0,0,2,2,113
A,243,0,2,38,3,6,14,5,0,7,10,0,0,8,0,1,21,11,0,1,2,0,0,0,0,1,0,11,4,0,4,2,1,0,5,21,0,1,2,6,0,0,0,0,12,1,5,5,2,2,3,7,5,4,4,0,26,0,9,0,27,1,0,0,13,4,17,38,0,0,0,0,0,6,6,25,1,22,15,0,4,2,10,0,2,1,1,11,0,7,1,0,4,0,32,0,0,5,6,43
A,244,7,5,83,11,5,40,11,0,1,26,14,4,41,0,98,20,87,0,8,8,18,0,7,13,10,22,13,1,37,24,0,15,1,28,13,27,4,15,10,3,18,8,77,51,0,20,45,0,1,2,32,36,1,6,0,39,126,3,11,66,0,5,5,40,27,12,242,0,3,1,0,34,49,1,10,21,176,93,0,0,10,19,0,6,0,0,7,3,6,18,2,43,3,128,7,6,0,12,150
A,245,2,15,56,5,3,19,4,5,1,30,15,7,72,19,28,15,39,0,0,5,1,2,1,11,5,25,25,38,12,11,0,12,13,2,8,10,3,13,14,0,16,2,19,22,6,26,13,0,4,4,11,8,20,10,1,12,0,2,13,36,2,8,0,7,22,27,118,0,1,20,2,4,4,6,64,14,12,17,9,1,40,17,0,5,1,1,10,0,12,5,13,13,6,36,1,3,2,6,232
A,246,5,1,47,13,11,8,1,7,0,1,9,9,22,2,9,3,11,2,0,11,10,5,1,6,3,3,10,4,0,2,0,5,1,6,14,4,1,1,7,5,3,0,6,10,4,23,12,0,0,10,8,5,3,7,3,14,0,0,5,19,0,4,3,9,3,9,70,1,1,13,2,3,11,8,2,8,95,69,0,3,3,16,6,2,3,4,25,1,5,7,4,17,0,41,6,2,1,3,87
A,247,0,16,22,4,2,43,1,9,0,31,8,0,64,37,31,49,18,1,2,14,8,1,11,1,0,18,16,77,0,13,0,20,15,2,18,5,4,19,18,18,2,0,2,13,5,74,0,4,2,12,1,11,70,4,0,20,34,3,6,27,0,8,1,23,101,51,30,0,3,10,0,1,5,0,65,19,15,14,8,5,60,91,0,13,1,9,10,0,8,9,18,31,0,30,0,3,2,15,379
A,248,0,0,161,9,0,15,0,0,0,12,0,0,61,20,1,12,0,6,14,10,13,8,3,31,0,29,4,39,0,5,0,0,2,8,7,14,5,13,18,0,1,0,24,8,0,55,0,0,3,26,0,4,0,4,0,4,0,0,0,23,0,11,2,0,1,5,181,0,18,42,0,0,9,0,0,5,84,39,0,0,26,31,0,11,14,0,7,0,13,13,5,34,0,119,0,0,0,0,418
A,249,0,3,25,10,14,2,4,1,0,7,6,0,25,2,15,22,95,0,3,3,4,1,0,18,4,9,9,40,2,1,1,7,6,4,12,6,4,10,1,3,0,0,2,15,0,1,5,4,2,9,5,16,13,6,0,13,12,3,6,15,1,1,5,6,2,10,63,0,2,5,0,5,8,1,37,4,21,13,3,6,6,3,3,4,7,5,12,0,3,6,3,8,6,4,0,5,2,3,84
A,250,8,8,179,21,14,14,19,16,3,4,23,7,73,3,28,14,54,7,7,18,15,7,5,68,5,24,23,15,12,5,3,6,10,10,40,5,3,11,5,4,8,8,45,15,10,11,19,5,6,14,24,17,14,19,9,73,39,6,4,84,13,11,8,15,13,27,197,3,3,13,1,6,33,24,43,36,281,38,13,2,5,14,18,5,13,10,57,5,18,15,13,31,2,124,3,0,4,25,30
A,251,4,4,22,3,2,5,1,3,2,1,1,0,49,0,3,0,11,0,0,1,2,3,0,6,1,1,0,4,5,0,3,1,2,5,8,1,0,9,2,1,3,1,2,6,0,7,11,0,0,8,4,5,0,2,1,4,0,2,4,18,0,0,1,8,4,6,39,0,1,5,0,0,8,3,2,7,73,27,1,3,5,3,3,5,3,1,12,0,3,7,4,6,1,22,3,0,1,0,22
A,252,26,10,134,33,14,27,0,19,8,46,17,13,400,6,41,29,82,0,21,20,7,7,0,32,8,28,19,57,34,8,7,23,28,14,54,6,1,47,12,5,27,17,21,44,5,53,16,38,0,24,32,8,1,42,1,46,13,16,5,177,18,13,10,16,3,11,266,9,4,20,2,12,20,9,61,24,149,62,2,28,18,16,8,12,1,20,95,2,31,37,18,30,4,109,2,3,3,20,112
A,253,15,19,97,23,9,26,4,10,0,8,16,8,101,18,5,24,80,0,4,22,4,3,4,4,9,9,39,12,0,2,9,12,17,18,33,4,5,29,14,4,2,6,15,29,8,21,16,13,6,18,20,34,7,30,3,33,11,1,11,108,6,8,11,8,52,23,133,1,6,13,2,10,14,4,35,12,129,31,0,5,5,31,4,8,1,15,38,5,14,12,18,22,0,79,7,4,4,13,277
A,254,0,0,81,15,0,0,0,0,0,114,8,0,3,0,0,4,132,0,25,12,0,6,13,113,0,0,0,5,0,8,0,0,0,4,32,0,0,1,0,1,40,0,2,0,0,25,10,31,0,0,15,68,25,3,0,0,1,0,7,21,11,3,0,0,94,36,5,0,0,22,4,0,3,0,471,0,84,16,0,0,7,30,0,17,8,0,25,0,7,1,46,5,0,27,0,0,0,7,170
A,255,0,18,0,0,0,0,72,0,0,7,0,0,46,0,7,0,0,0,0,0,0,9,12,29,0,0,0,15,0,13,0,0,0,1,0,0,0,0,1,0,0,0,38,21,0,0,0,0,17,21,0,11,0,0,0,0,0,0,0,62,0,5,2,22,3,0,1,8,0,0,0,0,6,0,25,0,20,21,0,0,0,0,0,0,0,0,2,0,30,40,0,2,0,4,0,0,15,0,5
A,256,0,60,513,45,18,117,25,110,0,92,133,26,421,291,130,100,51,0,0,71,28,0,27,15,2,69,158,214,9,114,0,69,37,70,81,5,10,36,209,16,21,0,85,233,0,514,3,0,26,20,72,4,138,93,0,102,19,18,25,54,32,34,24,188,82,351,264,4,8,48,3,14,98,15,49,28,184,39,40,25,246,448,0,79,25,77,93,0,23,77,35,214,9,264,9,14,0,296,5040
A,257,0,28,84,95,2,12,8,29,0,33,67,4,45,0,11,78,657,0,2,24,38,19,45,20,5,21,15,21,45,8,21,0,0,10,50,11,9,29,32,14,152,0,105,13,4,26,46,14,32,11,7,248,89,0,25,0,59,3,4,81,3,16,34,4,607,15,323,0,6,39,6,7,49,38,3825,25,108,64,8,35,0,7,13,17,16,11,58,0,9,44,110,23,0,68,12,0,7,30,69
A,258,6,35,61,19,0,23,1,0,1,21,0,0,127,15,9,0,9,0,14,0,0,15,0,21,0,7,7,1,0,0,3,14,1,5,40,0,0,8,8,0,1,0,31,14,0,42,0,9,0,0,16,0,0,41,0,0,32,23,23,80,4,0,3,2,5,27,27,0,0,3,0,11,28,0,6,0,38,19,15,2,19,10,0,9,5,2,20,0,14,14,20,22,0,54,0,0,1,4,130
A,259,4,8,77,9,7,37,13,15,3,1,26,11,93,44,9,2,43,0,1,18,8,7,5,11,0,7,27,12,0,2,5,9,5,3,35,5,0,11,30,4,39,4,18,35,0,147,2,1,7,12,15,54,4,5,4,17,4,10,13,14,2,11,14,34,32,110,62,11,0,18,3,23,29,16,125,41,67,62,0,18,16,52,1,8,5,12,32,0,7,7,69,69,0,67,0,16,0,51,1341
A,260,5,14,114,25,26,126,6,34,0,29,275,0,242,22,29,3,29,11,3,27,25,0,9,3,8,8,47,150,8,13,8,61,13,18,58,21,41,12,13,19,7,0,29,18,5,181,3,22,14,6,10,5,76,22,6,51,0,17,21,62,17,3,0,4,25,71,139,0,22,32,0,11,32,1,75,13,25,48,5,12,57,43,0,3,7,50,30,0,16,13,8,46,1,96,0,13,9,7,108
A,261,0,1,12,0,2,2,2,1,0,1,4,0,4,3,3,3,26,0,3,1,1,2,3,2,2,0,5,1,0,3,0,2,1,1,7,0,0,2,1,2,7,2,2,7,0,0,1,2,1,6,4,1,1,3,0,6,3,0,2,3,0,0,0,2,10,1,15,0,2,7,0,0,2,2,12,0,6,3,0,1,2,0,5,3,2,3,4,0,3,3,2,2,0,4,0,0,0,3,47
A,262,0,4,11,3,0,8,1,9,0,10,3,0,29,2,9,7,16,0,0,0,3,2,8,1,0,0,3,7,1,0,2,1,13,6,13,0,2,0,3,0,0,0,6,8,0,7,0,3,1,2,0,3,0,3,0,11,0,0,0,4,3,0,0,0,1,14,21,2,3,10,0,0,0,2,6,1,42,4,1,3,3,2,2,0,0,1,10,3,2,0,2,2,0,5,2,4,0,0,8
A,263,10,29,195,26,10,25,5,7,0,23,1,4,231,11,10,5,9,0,1,9,11,10,5,23,4,18,11,28,1,10,4,14,12,8,29,4,4,32,3,2,6,0,30,31,0,47,22,0,10,17,25,14,4,14,0,4,18,2,8,63,0,15,10,11,2,25,206,3,3,15,2,2,24,10,2,27,69,28,1,13,19,17,3,9,5,28,30,0,26,22,18,26,0,152,6,1,8,5,213
A,264,1,6,26,1,0,21,0,1,3,12,5,0,78,31,15,7,11,0,0,0,6,0,2,0,0,11,27,35,0,4,0,10,6,1,2,4,1,14,11,0,2,0,6,5,0,37,0,0,1,0,1,0,24,11,0,0,10,0,6,6,0,4,1,9,2,36,54,2,2,3,0,0,5,1,28,6,22,3,8,0,36,24,0,2,0,18,1,0,1,1,0,21,0,14,0,0,0,6,443
