GROUP,ID,VAT1,TXNDC5,TUBB4B,TOM1,TOLLIP,TMEM30A,TMC6,TCIRG1,SYNGR1,SVIP,STXBP2,STK11IP,SLPI,SLC27A2,SERPINB6,S100P,S100A9,RAB4B,RAB24,QSOX1,PYGB,PYCARD,PTPRN2,PTPN6,PTGES2,PSMC3,PSMB1,PSMA2,PRKCD,PPIE,PKP1,PGRMC1,PGM1,PFKL,PDXK,PDAP1,ORMDL3,NME2,NIT2,NDUFC2,NBEAL2,NAPRT,MVP,MLEC,MIF,METTL7A,MAN2B1,LTF,LRG1,LAMTOR1,LAMP1,JUNB,JUN,IMPDH2,IMPDH1,HSPA1B,HSPA1A,HMOX2,GUSB,GSTP1,GSDMD,GALNS,GAA,FUCA1,FOS,ENPP4,EEF2,DPP7,DNASE1L1,DNAJC5,DGAT1,DDOST,DBNL,CYBA,CXCL8,CTSH,CTSD,CST3,COMMD3,CKAP4,CEP290,CD59,CD14,CAT,CANT1,ATP8B4,ATP6V0C,APRT,APEH,AP2A2,ANPEP,AMPD3,ALDOC,ALDH3B1,AGPAT2,AGA,ACTR1B,ACAA1,ABCA13
A,1,0,23,18,14,9,12,0,5,0,0,0,17,87,0,0,0,45,0,0,2,0,0,10,0,0,1,6,7,2,10,0,0,0,7,0,0,0,19,16,3,0,0,16,12,0,0,6,6,10,0,0,50,0,8,2,0,51,0,23,0,0,15,0,7,28,0,126,5,0,0,0,26,0,19,46,0,69,66,0,0,0,24,0,0,63,0,42,0,20,0,0,36,0,62,0,0,0,25,66
A,2,34,32,189,36,79,3,10,10,3,37,50,0,56,6,22,34,192,5,8,19,8,6,7,62,7,31,57,71,0,16,0,7,0,41,86,6,1,9,9,26,37,9,89,45,4,1,82,0,3,59,67,83,19,21,23,0,93,21,34,355,34,30,12,2,77,36,502,5,0,71,11,0,119,23,58,16,322,40,0,0,2,13,36,7,1,5,80,16,19,25,15,63,6,147,11,13,3,25,122
A,3,10,0,101,467,22,187,15,413,0,0,423,18,185,16,0,175,6277,52,211,107,0,43,7,668,0,10,103,80,24,5,22,65,0,45,7,22,15,1,16,1,1778,29,272,47,0,44,26,94,379,162,95,2410,582,41,134,871,512,16,69,0,12,44,77,39,10744,55,134,0,17,101,12,17,356,157,7126,124,286,78,0,221,171,63,430,48,39,120,162,1,14,13,744,252,0,36,21,0,9,116,2258
A,4,1,4,23,9,3,32,1,3,0,11,7,0,26,1,0,27,532,0,8,1,7,0,12,12,0,5,4,7,3,2,1,7,2,5,6,4,6,30,1,3,0,0,12,5,1,3,14,7,7,7,3,38,1,6,8,8,27,3,1,51,0,0,2,6,216,10,65,4,0,4,0,6,24,11,306,10,75,20,2,6,7,8,8,0,4,3,17,5,3,0,17,16,3,4,1,0,7,2,39
A,5,0,4,9,0,0,2,3,0,0,4,13,0,1,0,2,19,4,0,3,0,3,0,2,6,0,17,11,29,0,0,5,0,0,3,10,1,2,9,8,0,20,0,9,18,0,2,0,1,0,0,7,2,8,7,0,23,0,2,0,0,0,0,0,6,11,2,40,2,0,8,0,2,11,1,0,3,7,12,0,0,15,15,0,4,4,1,12,0,11,1,0,13,0,4,0,0,0,5,61
A,6,26,127,174,84,68,129,679,719,10,114,250,52,29,5,0,2,15,23,129,103,40,47,11,767,65,7,155,129,0,127,12,18,65,165,130,83,84,48,204,40,271,106,336,158,2,173,267,89,11,51,98,693,473,129,0,140,0,27,79,78,151,69,14,36,415,51,1095,200,81,152,33,86,644,353,13,263,206,47,58,2,101,41,0,35,61,8,143,34,118,100,12,243,50,102,1,39,89,145,153
A,7,5,2,84,8,5,2,1,13,0,5,3,3,13,1,13,7,9,2,0,7,3,3,2,20,1,2,0,9,0,1,0,0,3,3,4,7,7,9,7,0,2,0,16,4,0,6,5,2,1,14,0,4,3,3,0,5,5,0,0,2,3,3,1,0,9,2,60,2,2,12,0,6,12,6,9,2,37,6,1,5,2,11,3,3,2,2,14,1,7,7,0,13,2,44,0,1,4,4,23
A,8,8,34,283,59,35,36,14,65,0,32,61,25,239,6,52,119,1502,14,64,26,34,46,26,77,12,29,62,57,1,9,0,19,15,35,48,18,11,71,11,17,169,19,88,68,17,52,51,14,33,65,30,423,4,61,41,29,70,20,9,286,20,19,14,30,450,19,468,13,10,50,6,10,72,57,639,25,354,186,4,27,13,65,40,15,15,42,126,4,73,18,146,69,4,268,6,14,17,19,291
A,9,6,19,194,20,6,82,20,43,0,5,44,15,243,90,18,22,80,5,32,28,6,0,5,40,7,13,16,19,3,8,3,25,29,18,50,20,4,1,14,9,6,0,34,63,0,28,6,4,10,13,54,65,137,14,0,17,126,6,2,55,6,19,1,16,401,52,138,2,9,14,4,13,12,2,592,28,79,34,0,5,74,77,0,4,7,28,22,0,10,4,62,65,17,87,14,0,14,28,1251
A,10,4,8,11,5,9,6,0,0,3,13,4,0,15,2,8,3,28,9,5,2,0,0,0,8,0,9,28,9,0,7,2,5,0,1,8,3,0,10,4,4,2,0,2,22,1,13,0,6,5,7,8,2,0,3,2,11,0,0,3,25,0,3,0,4,30,4,30,0,0,0,0,2,8,0,34,0,46,6,1,6,12,0,2,13,0,10,13,0,7,5,9,6,0,21,0,5,0,0,117
A,11,0,100,32,0,7,93,7,6,0,66,5,0,44,17,61,9,9,2,16,1,2,0,1,27,0,18,88,138,9,24,5,17,37,6,17,19,1,27,48,8,6,0,4,66,0,24,9,22,2,0,21,2,18,33,0,7,0,4,39,0,7,1,0,25,25,46,122,0,0,4,0,13,31,1,55,19,1,4,0,13,69,41,0,21,0,70,11,0,12,0,2,43,4,4,0,10,0,13,168
A,12,5,6,43,16,9,18,6,13,0,16,2,1,48,4,10,15,23,1,1,4,0,0,1,12,2,6,18,27,2,7,0,2,6,6,10,2,2,6,5,0,15,3,19,20,2,10,8,13,0,9,7,12,4,4,0,7,19,1,1,9,6,1,4,6,13,24,55,5,0,9,3,3,9,0,9,15,78,5,7,9,10,15,1,3,0,19,23,1,5,5,16,18,0,18,0,0,11,2,111
A,13,0,0,3,4,1,0,3,7,0,25,13,0,0,0,0,0,19,25,0,1,0,0,0,0,0,21,0,30,0,37,0,0,6,8,15,0,0,8,41,0,0,0,24,33,0,14,0,0,16,2,9,0,0,3,0,0,12,5,4,0,2,37,0,0,0,35,0,0,13,0,3,2,16,0,18,0,3,3,5,0,9,1,0,3,4,17,0,0,0,0,0,11,7,19,0,11,0,22,93
A,14,5,14,42,3,2,29,4,0,8,29,8,3,77,4,4,0,3,6,2,6,11,6,2,14,0,0,16,49,0,3,16,27,35,2,6,1,10,12,11,0,4,0,9,64,6,44,34,36,5,10,21,2,1,19,0,0,8,4,16,21,0,2,24,51,20,24,157,8,1,6,0,10,12,5,32,6,141,69,5,24,10,13,3,22,8,20,19,2,13,4,19,33,1,41,6,12,12,13,172
A,15,6,19,83,77,19,133,24,45,0,67,150,2,107,70,2,24,478,1,45,51,6,10,12,67,0,13,69,184,17,26,0,34,0,6,24,31,20,25,62,5,29,15,50,127,4,92,8,0,15,11,53,65,53,18,8,4,47,5,49,46,8,8,11,38,681,102,122,5,6,22,3,12,72,7,1560,27,48,57,8,19,147,206,10,17,12,104,16,1,16,15,105,87,4,50,1,13,9,48,2219
A,16,0,0,51,17,0,10,0,0,0,59,0,0,606,0,0,0,0,0,0,130,0,0,28,0,0,0,281,1,0,2,0,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,0,0,538,0,1,359,294,0,0,0,0,0,112,0,0,0,0,0,806,6,0,0,100,0,0,0,1,0,1029,385,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,1020
A,17,8,14,34,6,11,7,0,16,3,3,13,1,89,4,18,5,12,0,4,4,1,1,1,11,0,8,9,18,9,3,0,9,9,4,15,3,2,10,1,2,2,0,15,25,4,8,9,41,2,13,5,1,6,17,4,8,11,4,12,45,4,6,3,3,0,10,159,4,2,8,0,2,20,10,2,1,59,17,2,1,2,9,6,2,4,5,38,3,30,10,6,7,0,25,1,1,1,9,45
A,18,0,3,12,2,2,9,3,0,1,4,2,1,11,1,4,0,2,2,0,0,5,0,3,3,0,3,3,3,0,0,1,1,3,4,5,1,0,3,0,2,2,0,5,7,3,6,3,3,3,2,0,1,5,1,0,5,1,3,1,9,0,0,0,2,2,5,39,0,1,0,0,5,3,1,1,0,11,1,0,2,6,0,0,2,0,1,1,0,3,1,6,3,3,9,0,0,0,2,25
A,19,0,20,13,0,0,17,0,0,0,3,17,0,29,0,0,0,2,0,0,13,31,0,0,8,0,30,21,97,0,24,11,11,0,0,0,5,11,23,52,0,0,0,0,35,0,0,0,0,0,12,0,10,0,0,0,16,0,19,0,0,0,0,0,31,0,14,100,0,0,0,0,25,61,0,0,36,26,5,0,5,30,10,0,0,0,0,0,0,0,4,14,29,0,14,0,0,0,8,664
A,20,0,2,17,7,1,3,0,1,2,1,2,2,13,5,5,2,27,4,0,1,7,1,1,3,1,2,2,5,2,0,0,0,3,1,2,0,6,3,2,1,0,0,5,2,1,2,0,7,1,2,2,11,4,0,0,11,0,1,1,15,4,2,2,0,5,0,35,2,0,5,0,1,2,0,8,0,18,7,0,2,0,9,1,1,0,3,9,2,3,1,4,2,1,8,1,0,2,8,26
A,21,6,95,343,9,6,119,0,97,0,77,1,25,528,81,149,61,0,2,0,3,3,71,4,104,5,125,55,317,51,48,0,18,16,14,43,79,39,47,109,2,18,0,112,111,0,78,1,0,1,79,14,20,76,46,0,60,0,29,9,68,0,15,2,24,92,121,398,0,38,42,36,1,104,9,77,16,150,73,3,5,322,3,64,16,0,8,36,0,0,7,0,65,0,106,10,34,0,117,1335
A,22,4,0,49,4,4,7,0,0,0,6,1,0,35,4,15,4,1,0,1,5,5,11,1,12,0,1,15,12,0,3,6,5,6,2,12,0,4,29,0,0,0,0,7,5,0,2,3,0,7,0,0,0,5,3,0,0,21,6,7,27,6,1,0,3,0,5,110,0,0,10,2,0,5,0,14,2,19,5,2,9,4,3,0,4,0,3,1,1,10,0,2,18,0,39,7,0,6,0,107
A,23,2,1,15,2,3,19,8,7,0,6,9,2,31,4,9,19,34,1,2,1,5,2,0,9,1,10,15,9,7,3,0,0,4,7,15,9,3,7,1,3,4,1,13,14,0,14,8,4,2,8,5,10,12,11,3,8,22,4,1,18,0,0,6,1,69,9,101,3,2,10,0,4,8,3,121,2,31,6,5,8,14,24,2,6,5,7,15,1,5,6,8,9,0,13,0,2,2,1,48
A,24,2,1,4,1,3,2,0,2,0,1,4,0,19,3,7,3,20,2,1,1,0,0,1,2,0,5,3,2,0,1,1,1,0,2,2,2,0,2,0,0,0,1,4,4,0,1,0,1,0,1,0,2,0,0,0,7,3,0,1,3,0,1,0,2,7,2,20,1,1,2,0,3,3,2,6,4,17,2,3,3,3,9,0,1,0,3,6,0,0,0,2,8,0,0,0,5,0,0,16
A,25,3,0,29,5,4,12,0,0,0,79,0,6,51,9,33,39,22,1,7,0,5,2,8,5,0,10,21,64,2,5,0,10,9,7,7,9,4,13,23,9,3,0,8,28,0,21,2,0,0,5,2,3,15,22,0,0,7,1,4,19,0,0,0,0,53,17,25,0,0,4,0,0,20,1,36,32,0,2,6,0,22,77,0,7,3,19,3,0,6,4,0,5,15,47,5,2,2,5,103
A,26,0,0,57,0,0,0,0,0,0,0,0,0,22,18,0,0,222,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,118,55,0,0,0,0,0,0,0,0,455,0,0,0,0,52,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,69
A,27,1,5,26,8,2,29,7,10,0,10,25,0,28,37,9,5,0,0,6,6,11,2,1,6,0,5,16,20,0,12,0,4,2,11,22,2,0,11,6,4,7,0,24,29,0,22,5,0,3,0,7,8,46,1,0,78,33,6,2,12,0,1,3,11,29,54,61,5,4,14,0,12,8,5,11,16,25,17,0,2,13,59,0,6,0,11,12,0,1,20,11,23,0,58,1,0,1,13,695
A,28,23,82,610,149,44,186,61,252,9,58,155,37,342,167,54,88,321,20,61,140,71,16,64,116,33,51,116,83,28,44,10,48,33,78,147,38,33,60,99,16,157,21,186,205,11,325,74,16,80,57,94,313,199,86,11,240,85,28,65,236,27,71,34,143,641,364,514,25,45,106,17,73,168,74,1177,111,550,171,26,51,85,480,70,55,26,68,212,10,99,82,250,221,16,644,22,21,22,192,5313
A,29,0,1,46,4,4,5,0,4,3,3,6,3,15,0,10,7,8,0,1,0,4,6,3,7,1,4,6,5,0,2,2,6,1,0,7,5,0,9,3,1,0,3,10,3,1,6,6,0,0,2,1,6,1,2,2,16,11,1,3,12,1,2,1,6,2,8,41,1,4,8,0,1,6,5,4,4,30,16,0,2,3,6,2,2,4,1,3,2,11,3,6,4,1,39,2,3,0,1,7
A,30,6,10,60,18,17,19,25,37,2,6,9,8,40,7,27,11,9,7,15,7,9,12,3,119,5,8,32,25,0,11,1,4,19,19,39,2,20,22,15,1,55,2,19,35,5,29,31,4,2,23,12,21,16,14,5,19,14,11,13,12,3,9,11,19,9,21,150,5,7,15,1,11,60,14,11,32,91,23,11,0,12,22,7,16,6,20,54,4,37,26,10,37,15,53,1,3,2,15,185
A,31,0,0,39,0,14,35,4,0,0,0,11,10,53,0,33,0,18,0,0,6,0,0,13,6,0,2,0,29,0,18,0,0,1,0,0,0,1,5,16,0,0,1,19,11,0,50,0,0,1,6,0,43,0,0,0,18,0,0,0,10,0,0,0,0,0,0,10,0,0,0,12,10,18,0,0,0,11,16,0,0,0,24,0,0,0,0,4,0,7,14,0,11,0,20,0,0,8,5,96
A,32,7,15,91,20,13,42,16,13,2,20,28,0,212,4,45,8,19,3,0,21,12,8,8,22,5,33,25,26,19,33,7,7,5,42,34,3,16,31,8,7,5,2,38,34,21,32,17,2,7,17,19,22,5,30,3,36,38,9,0,135,10,0,18,15,18,14,210,7,9,32,9,9,50,25,5,42,173,81,7,22,17,17,20,5,36,1,80,0,6,16,24,24,12,80,17,5,19,2,104
A,33,1,11,11,2,1,24,0,1,0,3,7,0,30,12,8,0,0,1,2,0,0,2,3,11,0,7,20,44,5,4,0,3,5,0,8,1,3,1,10,1,1,0,1,7,1,4,2,0,0,8,5,3,10,5,0,5,0,1,3,3,1,2,0,6,8,11,14,0,1,1,0,2,1,2,9,1,4,12,4,5,13,10,0,4,0,10,5,0,3,5,4,15,0,5,0,0,0,4,118
A,34,9,15,61,1,9,25,7,39,2,15,23,8,26,12,9,12,10,2,0,13,0,5,7,33,3,5,6,7,1,10,4,9,7,11,47,4,4,6,26,1,1,12,24,23,1,19,24,0,10,9,24,13,16,13,0,22,26,3,4,21,10,9,2,0,3,31,110,13,5,7,2,5,18,13,4,7,47,40,5,16,12,77,10,4,6,15,25,0,25,14,19,15,0,41,0,1,6,13,768
A,35,0,1,7,2,0,17,0,0,0,7,4,2,6,22,6,3,2,3,0,4,1,0,2,1,1,5,5,10,1,5,0,10,2,1,6,1,1,1,7,5,4,0,3,16,0,14,0,0,2,2,6,2,2,4,0,11,4,2,0,6,3,4,0,9,17,20,29,0,1,9,0,0,0,0,46,2,1,0,0,0,7,9,1,1,0,3,0,0,1,6,0,5,0,12,0,3,0,7,487
A,36,10,23,172,14,7,65,15,42,6,24,33,25,187,83,0,7,2,4,2,37,8,5,16,19,3,1,21,32,0,16,0,17,0,7,39,3,14,11,52,3,48,3,36,70,2,106,28,3,4,17,20,30,34,26,0,44,43,3,16,30,9,22,9,50,48,96,106,11,6,9,1,8,25,15,21,28,151,61,2,28,39,148,3,17,12,29,81,0,20,16,35,57,2,143,2,1,0,58,2527
A,37,11,46,121,9,17,48,52,110,16,25,28,24,76,29,3,2,35,11,7,25,12,21,11,100,8,3,29,31,4,25,10,9,0,22,54,17,8,29,12,14,94,20,38,70,12,39,53,22,1,11,25,105,126,33,9,128,64,20,13,89,6,14,13,5,201,22,271,13,4,23,12,23,65,24,14,33,79,82,2,4,19,51,1,4,8,42,27,8,27,18,24,58,5,94,5,6,6,36,648
A,38,12,1,15,4,0,0,0,0,0,1,0,12,9,0,2,21,0,0,8,0,4,0,2,5,0,0,7,27,0,8,5,0,5,0,0,3,0,0,22,0,1,0,5,4,0,4,0,0,0,0,8,0,0,4,0,14,0,4,22,0,0,0,0,0,0,5,18,0,0,9,4,0,0,0,0,3,14,6,0,0,7,0,0,3,0,9,0,0,16,4,3,10,0,6,0,0,0,0,199
A,39,3,16,34,16,9,21,1,0,0,13,7,15,73,3,5,3,0,0,7,4,3,12,0,10,0,7,14,21,16,7,6,9,23,3,27,0,1,0,1,0,15,0,3,23,8,12,9,9,2,8,19,6,1,21,0,18,0,2,3,43,4,4,13,1,6,10,93,0,0,13,0,4,12,4,5,6,43,19,6,1,7,11,11,1,2,14,9,7,15,11,5,6,2,38,2,1,1,4,130
A,40,26,336,341,84,45,84,387,419,3,45,192,32,53,32,29,12,26,33,41,86,52,16,37,599,22,40,152,98,58,55,0,23,53,138,100,73,38,107,127,21,102,29,148,191,16,195,283,6,32,91,70,343,99,136,26,149,13,22,87,130,24,75,39,162,97,99,1615,88,54,59,23,63,445,221,85,311,309,151,16,32,78,64,18,62,28,40,155,14,100,110,10,266,58,209,5,22,21,112,1205
A,41,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,287,0,0,14,0,0,0,0,1,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A,42,0,2,9,7,0,3,4,2,0,0,3,0,6,0,14,9,20,0,1,0,0,1,0,11,1,1,6,10,1,2,1,1,4,4,6,2,3,5,0,1,2,0,5,4,0,3,1,0,0,3,2,11,3,4,0,11,15,0,2,24,2,1,0,0,16,6,45,0,0,5,0,2,16,7,8,3,57,13,0,3,0,3,1,0,3,0,3,0,5,3,2,2,0,14,0,0,4,3,18
A,43,4,4,55,0,13,9,0,7,0,13,11,1,35,0,9,31,13,0,0,4,0,6,0,3,0,5,15,30,6,2,0,2,0,6,16,0,0,0,1,15,0,0,1,23,0,26,9,4,0,7,7,9,1,7,0,5,12,12,0,30,4,0,1,3,0,14,44,0,0,3,0,1,6,6,5,12,43,17,1,0,5,0,0,4,13,5,11,0,5,3,12,8,0,52,0,0,4,5,76
A,44,12,22,49,28,20,23,4,29,6,41,2,5,95,11,35,0,10,1,0,17,22,6,2,26,10,11,19,61,0,16,20,10,70,6,31,13,9,18,12,1,3,1,23,64,3,46,17,10,3,25,12,20,10,27,4,9,11,4,13,24,1,0,3,24,4,44,148,0,3,26,0,20,13,2,1,14,90,53,1,26,14,15,0,18,11,15,53,0,39,17,30,55,2,65,6,5,1,8,199
A,45,0,0,0,0,0,77,0,0,0,52,0,0,0,27,41,0,0,0,0,0,0,0,0,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0,0,0,0,15,0,0,0,0,17,22,66,0,0,0,24,0,0,0,0,0,7,0,13,0,0,0,25,182
A,46,4,5,100,13,5,3,7,11,3,4,6,8,31,18,9,0,2,3,1,6,1,5,11,6,3,5,3,11,1,5,5,6,21,6,21,2,4,17,4,2,0,3,8,35,0,6,6,10,4,14,3,12,9,13,1,19,29,1,0,12,3,12,7,5,18,15,138,2,1,12,4,3,4,4,5,4,46,26,1,1,12,6,1,8,5,13,20,0,15,7,14,5,5,78,4,1,6,6,221
A,47,0,0,24,2,0,2,1,10,0,8,0,9,14,0,0,0,0,0,0,1,7,0,6,2,0,7,0,24,0,0,0,3,7,0,5,0,1,9,0,0,0,0,5,23,0,6,0,3,0,11,0,11,0,7,0,0,2,2,5,5,0,0,0,0,3,0,7,0,3,0,2,3,1,0,5,0,13,1,0,10,4,0,0,6,1,0,5,0,5,0,0,0,0,25,0,0,0,4,23
A,48,2,5,71,16,6,47,0,11,15,4,18,0,16,0,30,24,41,8,31,0,0,0,0,22,0,0,10,73,0,0,3,2,5,2,30,9,19,8,1,11,0,0,48,13,2,23,3,0,1,5,9,44,16,12,0,54,0,0,9,0,0,0,0,8,58,6,149,0,0,6,12,0,10,12,116,0,51,1,0,18,5,17,0,5,5,0,17,0,2,11,2,21,0,42,9,0,0,7,115
A,49,4,0,78,22,19,31,6,35,2,31,30,8,130,35,41,9,5,4,2,9,4,17,1,39,9,11,45,55,11,7,2,15,16,20,19,16,9,20,18,2,45,9,57,49,11,45,18,8,1,12,5,22,27,26,2,31,4,1,6,42,1,13,19,19,28,46,163,7,4,23,1,6,27,16,15,12,61,66,4,12,20,7,4,7,2,26,61,5,22,3,5,49,8,101,1,1,7,8,259
A,50,2,3,25,11,2,12,0,5,1,8,4,2,25,12,12,7,5,0,3,1,6,0,4,4,0,8,5,8,1,3,3,5,8,0,13,11,3,3,4,8,4,2,4,11,3,21,1,2,2,5,1,3,0,7,2,5,9,0,4,9,0,5,0,0,5,23,102,3,0,3,0,5,4,1,9,10,9,12,1,4,7,2,0,5,0,2,2,2,2,0,4,8,1,21,0,3,1,0,97
A,51,10,72,82,16,10,11,8,13,0,18,3,9,212,29,27,11,135,5,1,22,5,6,11,28,10,11,21,18,0,5,8,8,42,18,12,18,9,32,0,0,1,4,24,35,11,35,13,43,9,22,13,59,43,22,0,3,49,8,3,30,0,0,1,15,143,31,251,0,2,13,0,10,21,10,148,21,66,28,5,8,23,73,4,9,13,17,40,1,15,12,32,20,2,53,1,2,1,10,316
A,52,0,0,0,1,0,54,14,0,71,1,12,0,30,0,0,59,69,87,0,28,60,0,23,26,0,20,0,124,0,0,33,0,0,40,112,37,62,1,38,0,3,80,75,0,0,105,0,0,5,0,52,43,13,64,0,0,31,42,33,0,1,15,0,0,0,0,24,0,28,13,37,24,38,0,0,0,19,0,0,22,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,143,123
A,53,3,16,85,3,7,10,1,3,2,8,2,7,46,4,12,9,11,6,2,9,8,0,5,7,1,7,16,12,6,13,12,14,9,6,29,8,1,29,2,6,12,6,26,17,4,14,9,37,0,7,8,2,2,17,1,14,7,3,6,54,2,4,1,11,4,9,200,2,5,11,0,3,14,10,5,5,71,37,3,1,4,13,1,10,2,8,5,3,26,2,9,16,3,48,2,0,3,3,89
A,54,0,6,68,9,1,13,0,11,0,23,0,2,33,1,5,11,0,0,7,4,1,1,7,7,0,3,9,1,0,0,0,0,1,6,9,0,11,1,5,0,1,0,11,12,1,5,1,0,0,12,1,11,0,12,0,0,5,6,0,21,0,0,0,5,0,9,64,0,3,3,0,0,8,7,0,14,15,10,1,0,3,24,0,3,0,5,21,0,5,0,4,28,0,43,0,0,0,0,168
A,55,3,1,16,20,5,12,6,24,0,2,12,1,25,1,11,22,66,4,15,16,7,1,0,40,5,6,9,18,3,5,1,1,3,7,28,12,10,4,12,1,0,1,20,20,3,21,8,2,8,5,10,49,13,2,2,25,5,1,8,18,6,5,3,9,67,22,85,8,0,8,0,6,38,4,136,19,43,8,1,9,13,11,10,2,1,21,9,0,2,15,27,7,0,14,6,1,0,4,208
A,56,7,4,89,19,14,19,6,5,0,16,13,4,94,15,10,15,26,3,0,7,4,4,1,11,2,15,3,42,26,3,1,8,2,9,15,0,2,53,14,1,4,0,6,13,0,25,20,8,6,16,2,8,2,23,3,10,44,5,16,30,7,0,6,3,8,37,130,6,4,17,0,6,24,6,29,27,93,52,0,3,24,16,8,5,0,14,22,0,10,20,1,22,8,46,0,1,11,3,101
A,57,13,2,87,5,9,0,0,3,0,58,49,0,40,3,7,17,136,0,8,1,8,1,6,21,17,0,16,5,0,11,1,16,43,19,74,8,12,46,0,5,0,0,81,7,12,39,32,24,0,16,8,51,15,19,3,7,72,0,0,96,26,0,7,0,23,4,205,0,15,4,0,14,17,0,138,0,171,19,0,1,12,38,0,4,9,23,53,14,17,13,37,26,0,35,0,3,0,0,100
A,58,1,23,32,19,83,0,19,5,0,28,29,0,250,2,31,20,5,0,2,13,0,5,0,86,1,1,17,49,0,13,0,10,21,22,63,0,0,14,3,0,34,3,74,0,5,0,49,39,0,56,14,53,0,70,19,23,0,4,21,0,11,0,0,30,0,17,161,6,25,37,0,17,60,1,25,18,149,29,0,11,0,0,34,0,0,0,109,0,26,18,24,0,0,105,14,0,0,0,109
A,59,0,22,0,0,0,7,0,0,0,17,14,0,14,0,0,13,19,0,0,0,0,0,0,0,0,0,24,54,0,0,2,4,0,0,0,0,0,0,0,14,0,0,29,1,0,8,0,0,11,0,46,30,109,0,0,0,0,0,0,38,19,61,0,0,97,72,0,0,0,0,0,0,0,6,533,0,29,0,0,0,57,199,0,0,0,0,15,0,0,23,0,0,0,6,0,0,0,0,509
A,60,0,0,7,0,0,1,0,0,1,0,5,0,1,1,7,1,0,0,1,1,2,1,0,3,0,1,2,5,0,0,0,0,0,0,5,1,0,2,1,1,0,0,2,3,0,0,0,2,0,0,0,0,3,1,0,2,3,0,2,0,0,0,1,0,0,1,8,0,0,1,0,0,0,0,0,0,4,5,0,1,2,3,0,1,0,0,3,0,0,1,2,1,1,10,0,0,0,0,19
A,61,2,0,1,3,3,7,0,4,0,3,5,0,9,1,5,5,49,1,2,0,0,0,1,1,0,9,5,7,0,1,0,1,1,0,10,2,0,1,2,1,3,0,0,16,0,2,1,2,1,0,0,7,4,0,0,5,2,0,0,1,0,0,0,2,12,9,9,0,0,2,0,1,1,0,54,6,0,3,0,0,6,11,0,0,0,7,1,0,0,0,1,8,0,0,0,1,0,0,32
A,62,5,13,13,0,3,1,0,0,0,5,6,0,34,0,11,3,8,0,0,3,6,0,0,2,0,3,0,9,5,3,3,3,0,1,8,3,0,2,1,3,0,0,7,5,1,3,5,9,1,2,2,1,0,7,0,26,8,2,0,30,0,0,0,3,0,1,56,0,0,10,1,2,5,0,7,6,22,5,0,2,4,0,0,5,5,0,1,0,0,3,17,7,1,12,0,6,1,3,26
A,63,1,0,77,23,3,50,0,10,0,13,10,9,58,28,12,18,119,2,21,18,0,0,8,35,0,11,8,22,0,0,0,21,8,17,32,0,0,35,23,0,5,0,40,7,0,35,10,0,6,0,11,118,7,12,0,21,34,0,0,0,0,19,3,0,215,48,74,2,0,20,0,0,8,8,432,0,71,46,8,0,5,33,13,0,1,27,92,0,14,0,10,88,0,35,0,0,0,11,547
A,64,10,144,139,23,30,48,66,53,0,24,49,25,143,42,40,4,19,21,38,28,12,18,10,174,12,27,69,44,27,10,4,13,25,33,55,15,7,86,41,12,155,16,33,69,6,105,94,163,3,43,15,50,30,90,7,84,50,13,33,78,34,29,30,74,27,52,749,20,15,33,6,23,118,59,21,85,208,114,17,1,54,29,14,56,2,30,117,3,59,39,16,85,51,92,10,13,3,23,306
A,65,9,11,70,10,33,27,12,19,0,10,24,12,47,15,38,39,39,0,2,5,3,5,25,14,10,35,20,20,0,22,3,15,3,22,46,16,9,0,11,0,12,6,31,35,0,17,12,9,1,15,6,30,2,8,0,23,21,8,1,45,6,0,0,2,36,4,316,0,9,12,0,11,13,0,48,2,57,24,0,0,23,9,0,6,13,0,15,0,21,21,34,17,3,90,0,19,0,3,171
A,66,0,2,19,2,0,5,8,3,3,10,7,0,49,3,15,16,163,0,10,1,2,2,0,9,0,2,24,8,3,0,0,7,0,0,12,3,0,7,4,2,0,5,3,4,3,9,2,3,0,2,15,14,2,14,6,11,0,7,3,12,0,5,7,2,33,18,50,0,0,3,0,7,19,10,269,4,34,6,0,1,2,9,17,5,5,7,29,0,7,0,11,23,0,20,0,3,0,0,54
