Gene Symbol	ABCA1	CCL2	CCL20	CCL22	CCL4	CCL7	CCRL2	CD274	CD44	CD83	CEACAM1	CEACAM6	CEACAM8	CHI3L1	CLEC5A	CXCL1	CXCL16	CXCL2	CXCL3	CXCL8	DOCK4	EDN1	EGR1	EGR3	EREG	F3	FFAR2	FURIN	GYPA	GYPB	HBEGF	ICAM1	IFNG	IL10	IL1A	IL1B	IL1R1	IL1RAP	IL1RN	IL6	MMP1	MPP1	NFKB1	NLRP3	NR4A3	OSM	RAB13	RIPK2	SDC2	SEMA6B	SLC7A5	SPHK1	SUCNR1	THBS1	TNF	TREM1	TRIB1	ABCA13	ACOD1	ADGRG3	ANXA3	AREG	ARG1	AZU1	BPI	C3AR1	CAMP	CD177	CD55	CD63	CDK1	CDKN1A	CRISP3	CTSG	CYSTM1	DEFA4	ELANE	FCAR	FOSL1	GPR84	HBD	HBM	HBQ1	INAVA	LCN2	LGALS3	LRG1	LTF	MCEMP1	MGAM	MMP8	MMP9	MPO	OLFM4	OLR1	PDE4B	PGLYRP1	PLAU	PLAUR	PPIF	PTGS2	PTX3	RETN	RNASE3	S100P	SERPINB10	SLC2A3	SLC7A11	SLPI	SNCA	SOD2	TCN1	TNFAIP3	TNFAIP6	ZC3H12A
COVID19	10,62297	9,357552	0	3,807355	9,328675	2,807355	8,957102	8,787903	12,40674	8,434628	10,85175	7,554589	8,870365	11,97764	8,451211	9,442944	10,53625	3,70044	3,321928	11,19229	7,693487	4,90689	10,41045	5,930737	3,906891	3,321928	14,15244	11,16679	1	2,584963	6,965784	10,75906	4,954196	6,129283	0	10,49085	6,794416	7,768184	13,17039	3,584963	5,754888	11,65553	10,41996	10,13699	2,584963	8,61471	8,447083	9,250299	4,523562	2,807355	7,022368	8,08215	5,169925	9,917372	8,647458	12,39312	11,05934	6,108524	2,584963	12,30264	10,53333	5,930737	8,912889	4,954196	9,157347	11,39607	11,93774	10,21189	11,7211	13,4078	6,044394	12,36796	9,047124	5,169925	10,62205	7,982994	5,169925	10,35645	5,754888	7,507795	6,066089	3,906891	3,584963	2,807355	12,05393	11,1267	11,92815	13,70055	11,38586	11,31854	10,53625	12,34568	8,417852	9,090113	6,61471	10,19599	10,30948	4,169925	11,26737	11,47978	10,56129	8,076816	11,24555	6,629356	11,89973	6,658212	13,15419	4,857981	9,548821	9,445015	14,76072	9,303781	10,42206	10,66711	9,014021
COVID19	8,945444	0	1	1,584962	8,467606	0	7,754888	8,599913	12,31373	5,584962	9,681238	7,754888	8,731319	11,17368	7,643856	7,357552	10,13443	2	2,321928	7,055283	6,643856	2	6,857981	3,906891	0	2,584963	13,09177	12,10689	0	0	3,807355	10,2738	5,584962	5,523562	0	9,562243	9,558421	7,475733	11,46148	4,523562	3,459432	11,75864	9,769837	9,016809	2,584963	7,994353	8,700439	8,124122	2,584963	3,70044	9,06609	6,70044	4,459432	10,77149	7,033423	12,42495	10,83842	5,357552	0	13,69621	10,93884	5,321928	11,46913	5,70044	9,344296	12,24228	10,79928	13,81638	12,89671	13,56784	8,768185	10,77066	9,060696	6,044394	10,79279	8,348728	5,584962	11,24139	4,459432	6,965784	5,584962	3	2,807355	5,930737	11,35755	10,36741	12,68891	12,57979	12,59596	13,16239	10,2384	13,63379	7,33985	8,33985	4,087463	9,703903	10,89178	5,672425	11,44398	11,13955	8,124122	6,97728	8,383704	6,930737	13,83506	6,209454	13,7309	5,727921	12,05189	9,491853	14,70844	8,647458	10,16239	10,63209	9,184875
COVID19	8,027906	1	0	1,584962	8,483816	0	7,169925	8,409391	13,19044	6,247928	11,06609	11,50779	12,51619	12,80977	8,942514	7,820179	11,1855	2	2,321928	4,954196	5,247928	2,321928	7,651052	2,321928	0	1	12,50159	12,08514	4,459432	4,321928	3,321928	9,649256	5,554589	5,83289	0	9,23362	7,870365	8,209454	11,59945	1,584962	2,584963	11,72281	9,816983	9,870365	1	7,870365	10,46455	7,876517	5,285402	5,321928	8,038919	8,741467	6,930737	10,42417	6,820179	12,94288	9,879583	8,535275	0	13,75624	12,82496	5,426265	12,53746	11,89102	12,78074	12,36523	14,70277	14,2534	12,47015	14,79014	7,467606	9,991522	11,17991	13,34235	12,3326	14,54231	12,06171	10,44191	4,459432	8,651052	10,38694	5,523562	5,459432	6,33985	15,47896	11,24198	13,7788	16,52013	13,78177	12,32165	12,80151	14,60339	13,04798	14,21644	8,321928	7,622052	14,07113	6,61471	10,71682	10,5216	5,643856	8,214319	12,55866	13,11781	12,93756	9,982993	13,48066	5,044394	14,69887	8,011228	14,59327	12,2246	9,823367	8,861087	8,78136
COVID19	11,49685	2,321928	2	3,169925	9,430452	0	8,016809	9,598052	13,41217	7,312883	10,07012	7,546895	8,179909	10,33539	9,047124	7,820179	10,11114	3,70044	3,321928	10,07146	9,383704	4	10,47167	5,61471	4,523562	3,169925	12,76549	11,16365	2,584963	3	4,70044	10,28656	6,584962	4,392317	0	11,10394	8,422065	9,693487	11,36523	2,321928	5	11,49486	11,17991	9,733015	2,584963	6,554589	7,754888	8,97728	4,643856	1	8,108524	5,807355	6,741467	9,622052	8,129283	11,76901	10,79442	6,247928	1,584962	11,78668	11,01402	4,523562	9,052568	3,906891	8,434628	11,81778	9,411511	9,084808	12,06609	12,58238	8,108524	10,37395	8,511753	6,686501	9,521601	7,483816	2,807355	11,25089	3,807355	6,918863	8,577429	3,321928	2,321928	4,523562	9,368506	10,60177	10,5708	11,67728	10,24079	13,28612	9,900867	10,99435	8,113742	8,643856	6,507795	11,26562	8,139551	5,754888	11,35094	10,97799	10,72024	6,066089	6,714245	7,400879	11,50333	4,90689	13,61068	6,554589	11,50134	9,927778	15,38026	8,422065	11,09342	10,56605	8,651052
COVID19	12,4197	8,266787	0	1	9,839204	1,584962	8,700439	11,13891	13,65105	7,366322	11,54545	7,451211	6,686501	8,727921	9,255029	8,016809	9,948367	4,754888	3	8,717676	8,857981	4,087463	9,002815	3,906891	6,357552	4,087463	13,82187	11,07414	0	0	6,409391	10,37286	7,475733	8,405142	0	11,65955	9,126704	8,960002	13,18503	2,321928	3,807355	11,61333	11,20396	10,83447	3,70044	7,219169	8,665336	9,686501	5,491853	2,807355	7,392317	6,686501	6,686501	9,857981	8,581201	12,55027	10,84078	5,247928	4,523562	12,53552	12,20457	5,491853	9,224002	1	7,707359	12,62958	9,264442	11,13507	13,1693	13,22731	7,055283	11,15987	7,483816	4,169925	10,38909	5,78136	3,584963	11,82734	4,90689	7,8009	4,857981	1,584962	2	1	7,768184	10,9901	11,56415	8,199673	12,06811	13,13507	8,134426	11,55698	8,209454	6,584962	2,584963	10,91513	7,599913	5,285402	11,49586	11,12348	10,03205	7,139551	7,97728	9,002815	11,6248	7,523562	14,03196	5,426265	11,66977	8,882643	15,65986	9,243174	11,53382	12,36769	8,882643
COVID19	10,35865	1	2,807355	2,584963	7,400879	0	7,247928	10,36304	12,8792	5,930737	12,59945	12,46837	13,68475	12,15735	9,139551	8,049849	11,0546	0	3,459432	9,546894	9,23362	3,321928	10,25503	4,90689	3,584963	3	13,17258	11,7528	6,129283	5,129283	4,087463	9,864186	5,209454	5,087463	0	10,02237	10,52258	11,52454	11,15672	0	3,807355	12,07648	10,45327	9,79279	2	9,041659	9,55267	8,83605	6,044394	3,584963	7,189825	5,459432	7,434628	10,03342	6,70044	13,7832	11,87537	11,37829	0	13,40101	14,08522	5,459432	14,6434	7,434628	13,32769	12,54013	13,2854	14,52882	14,24911	13,88503	8,748193	9,810572	12,74336	9,722808	12,79989	11,66667	7,870365	12,87306	3,459432	9,396605	10,13443	3,906891	2	6,442944	15,11179	11,16365	12,73471	15,96655	13,41402	14,33288	15,26466	13,54786	10,58684	15,52586	10,76818	10,54689	12,2906	6,988685	10,94325	10,02514	9,960002	10,36085	12,15956	11,14019	14,05503	10,32755	14,51847	6,70044	11,79482	9,891784	15,66944	13,35755	11,29864	11,90124	8,566054
COVID19	9,299208	6,658212	1,584962	2	10,45533	1,584962	8,011228	9,851749	13,1743	8,159871	9,990104	6,686501	7,523562	10,34207	7,982994	7,721099	10,24198	3	2,584963	11,27671	8,060696	4,459432	10,41785	6,321928	3	2,321928	13,70941	11,77767	0	1,584962	4,247928	10,67507	7,366322	5	0	10,04439	6,33985	8,405142	12,57719	1	1	11,57223	10,42417	10,20457	2,584963	8,189824	8,149747	9,385862	5	3,169925	8,693487	8,308339	6,169925	9,824959	8,823367	12,24615	10,85097	4,087463	3,459432	12,03617	10,51175	2,807355	6,475733	4,169925	8,169925	11,83605	10,50482	9,62022	11,63934	13,5493	6,754888	11,50432	7,209454	5,727921	10,17867	7,33985	4,087463	10,2854	4,392317	7,321928	8,28077	5,209454	3,906891	4,087463	10,11894	11,35315	11,17555	11,66844	10,86882	10,65285	8,438792	10,33762	7,629356	8,40088	5,129283	10,18115	8,194757	6,129283	11,6416	11,36249	9,643856	6,303781	8,312883	8,839204	10,96434	4,087463	12,82754	5,97728	9,136992	9,544965	14,84053	9,016809	10,67154	10,93664	8,927778
COVID19	11,76694	10,23601	0	2,807355	9,453271	3,321928	8,778077	9,938109	13,30777	8,219169	10,49586	6,820179	6,686501	8,539159	9,084808	8,909893	10,27845	5,321928	3,321928	12,3109	9,394463	4,321928	11,46862	7,451211	6,539159	2	13,48507	11,12799	1	0	7,139551	10,03205	5,459432	7,426265	0	11,68475	8,033423	9,995768	12,88931	3,169925	2,321928	11,13827	11,21977	10,8895	2,807355	7,727921	8,326429	9,396605	3,584963	3,169925	7,022368	6,754888	6,727921	10,90162	8,909893	12,43463	11,19414	5,209454	3,169925	11,31685	10,10198	3	5,97728	1,584962	7,960002	11,86341	8,675957	7,686501	12,2972	12,3537	5,83289	12,11439	6,918863	2,807355	9,48784	4,459432	0	11,23362	5,554589	7,33985	5	1	0	1,584962	8,144658	11,10525	10,72024	9,764872	11,60409	11,81658	8,447083	8,154819	7,982994	5,61471	4,954196	10,84941	5,426265	4,459432	10,98655	11,08879	11,79523	8,113742	7,409391	7,982994	10,17243	8,317412	13,69773	5,672425	8,144658	8,038919	14,63674	8,40088	11,14911	10,61563	8,290019
COVID19	9,88722	3,321928	1,584962	2,584963	6,189825	0	7,774787	10,58308	13,97047	7,409391	11,94544	11,1267	12,35177	11,93443	10,46046	7,67948	11,69914	3,70044	3,321928	7,888743	8,939579	4,70044	7,839204	4	5,491853	3	13,407	12,19383	7,686501	8,016809	5,459432	10,80252	2,584963	4,321928	1,584962	11,53722	9,857981	10,15735	11,80655	2,321928	4,321928	12,24109	11,47776	10,17493	1,584962	8,73471	9,092757	8,794415	5,523562	4,392317	8,539159	6,209454	7,936638	9,321928	8,515699	12,51471	10,83447	9,773139	2,584963	13,23542	13,40394	2	12,17804	8,654636	12,4561	12,41864	13,18905	14,53746	13,10656	13,35989	7,900867	9,949826	12,00633	11,57317	11,85681	12,36687	9,319673	12,43202	3,70044	9,348728	12,88092	6,741467	5,357552	5,285402	13,85263	11,13891	12,28482	16,01258	12,86244	13,87796	14,69833	13,28858	12,12089	14,05061	10,39874	10,82575	12,35452	7,651052	11,37504	10,89785	9,442944	8,741467	10,96867	11,66	12,84392	8,882643	14,84999	5,643856	12,52135	11,93185	16,12731	11,94361	10,58402	11,31288	8,717676
COVID19	12,99506	6,285402	1,584962	2,321928	9,164907	0	9,250299	10,6961	13,88169	7,672425	11,68869	8,413628	7,366322	11,50084	10,5708	8,392318	10,12412	2,584963	5,882643	10,98584	9,818583	4,087463	7,531382	4,523562	5,584962	1	14,55525	10,90689	0	0	5,209454	10,8895	5,61471	5,97728	0	12,1693	9,915879	10,45533	13,38748	0	3,321928	11,98939	11,47523	11,17305	3	8,519636	7,651052	9,432542	5,209454	2,807355	6,459432	5,97728	6,870365	9,199673	8,503826	13,34152	11,90614	5,90689	3,807355	13,46671	13,81368	3	11,38316	0	7,97728	13,06643	10,12799	14,77468	13,67948	13,11195	5,643856	10,13314	8,459432	2,584963	11,68694	5,321928	0	12,73217	4,459432	9,118941	4,169925	0	0	2,584963	9,095397	10,68563	12,18735	10,54882	13,39594	14,52906	10,30035	11,17867	7,851749	8,491853	5,643856	10,97011	8,463525	7,108524	11,33316	11,12024	11,23781	7,209454	10,39446	7,467606	9,885696	6,129283	15,05753	7,622052	11,03823	8,636624	16,19447	8,554589	11,55459	12,49735	9,016809
COVID19	9,700439	0	4	2	7,087463	1,584962	7,741467	9,055283	15,04589	4,584962	13,50047	8,005625	9,346514	8,640244	10,70477	6,727921	11,7603	4,087463	3,321928	7,531382	8,199673	4,584962	11,1743	4,90689	3,459432	4,392317	12,85233	11,79523	5,169925	3,906891	6,569856	9,921841	1	8,629356	1	10,29462	11,90952	12,82496	12,64183	0	3,70044	12,82555	11,44501	10,22038	2,807355	10,11374	8,758224	8,851749	5,554589	7,876517	7,247928	4,70044	5,554589	10,94251	8,348728	12,57365	11,75781	7,098032	0	13,77108	15,08493	6,066089	15,31168	1,584962	11,72024	12,85292	8,658212	16,48371	15,01855	14,46901	7,826549	8,271463	8,78136	5,426265	14,78591	7,539159	3,321928	14,33811	4,70044	11,7789	8,049849	1,584962	1	3,169925	14,58912	11,47624	13,32825	13,17415	15,65779	14,92207	17,09179	14,23414	7,864186	15,41326	4,247928	8,693487	10,34096	4,169925	10,52062	9,328675	9,590587	7,60733	13,14545	8,924812	14,26664	9,905387	15,90924	5,857981	10,16365	7,70044	15,07322	12,23661	11,38532	11,37123	9,207014
COVID19	11,83329	0	2	3,321928	8,164907	0	8,535275	11,39339	13,21962	5,643856	11,60038	9,276124	10,39767	11,68212	8,83605	9,688251	11,02652	3,584963	3,584963	10,46659	9,303781	3	9,861087	5,087463	6,491853	2,584963	14,01655	11,93995	4,584962	4,70044	3	11,10198	4,70044	6,409391	1,584962	11,65955	11,09408	11,39285	12,37041	0	5,83289	11,84038	10,75154	9,324181	1	9,328675	8,668885	9,174926	5,426265	3,70044	6,392317	6,965784	5,727921	11,01472	6,942514	14,13362	11,86573	7,851749	3,321928	13,54146	13,58754	6,569856	13,08746	4,584962	9,831307	13,58637	10,97728	12,85681	14,06255	12,91457	7,276124	9,776433	10,61839	6,754888	11,37613	9,531382	5,491853	12,61678	3,807355	7,73471	10,12153	3,70044	3,459432	3,70044	12,18611	10,12024	12,71382	13,82396	13,08481	14,00659	12,69327	13,14657	8,092757	10,95492	6,686501	11,14083	10,25503	5,672425	11,57979	11,30092	11,36851	8,169925	9,036174	9,292321	13,60536	8,134426	14,72131	6,044394	11,71124	9,939579	16,65623	10,66445	11,86689	12,63095	8,968667
COVID19	10,9629	1	0	2,807355	8,28077	0	7,714245	10,74147	14,63061	7,285402	10,88188	7,129283	6,37504	8,330916	9,211888	8,731319	12,34041	4,70044	3,807355	10,53041	9,774787	4	9,294621	7,055283	7,108524	2,807355	13,3526	11,30492	3,70044	0	7	10,90313	2,321928	5,857981	0	12,74483	10,44812	10,92704	12,27816	0	3	12,26386	11,63526	10,74567	1,584962	8,40088	9,169925	9,247928	5,584962	4,807355	6,247928	6,087463	5,727921	11,36905	7,531382	13,0723	12,81198	4,70044	0	12,8005	13,4239	6,303781	11,45994	1	6,643856	12,86593	8,787903	12,92926	13,15545	13,68672	5,392317	9,935165	6,658212	3,169925	11,29634	4,321928	1,584962	12,48583	3,459432	8,396605	6,61471	3,169925	2	0	8,134426	10,88111	12,09077	9,463525	13,32235	14,47599	8,816983	10,8572	6,554589	8,08215	4,523562	11,40035	8,810572	6,491853	11,24555	11,0348	12,29232	6,087463	7,228819	7,189825	12,29835	5,857981	14,84681	6,189825	12,63209	9,440869	16,36266	6,820179	11,76818	11,61701	8,098032
COVID19	11,77396	1,584962	0	2	10,49185	0	6,83289	9,525521	13,52699	6,988685	9,839204	8,228819	7,965784	10,71939	7,599913	9,912889	11,38262	3,459432	3	11,99365	9,469642	4,584962	11,5073	5,247928	4,169925	2,321928	13,66289	11,18797	3	2	4	10,43567	6,33985	4,392317	0	12,04746	9,878051	11,2738	11,52111	3,321928	3,459432	12,38478	11,55171	10,84471	1,584962	8,262094	6,741467	9,403012	5,672425	2	6,554589	6,584962	4,857981	9,99859	7,276124	13,61563	10,9629	5,459432	0	12,60733	12,39419	7,076816	10,66089	2,321928	8,689998	9,888743	9,515699	10,86496	13,24511	12,84882	4,90689	8,592457	7,894818	6,599913	11,61701	8,108524	3	11,33818	2,321928	5,930737	8,73471	3	2,321928	2,807355	9,221587	10,40514	11,54545	10,88646	10,18239	13,88912	8,891784	10,21432	7,930737	8,78136	5,247928	11,49486	9,643856	7,499846	11,23182	11,2568	12,72238	5,321928	6,988685	7,417852	11,25385	6,228819	13,74094	6	13,30948	9,888743	16,16899	8,113742	11,82416	10,30948	8,06609
COVID19	11,31515	5,61471	2	2,321928	6,569856	3,584963	9,96145	12,11407	13,14864	6,475733	12,47826	9,802516	10,29692	11,81218	9,41996	9,567956	11,26386	2,807355	4,321928	8,954196	9,315149	1	8,714246	4,857981	4,459432	3,906891	15,33239	11,87229	3,169925	2,807355	4,584962	11,34596	3,906891	6,554589	0	12,29318	9,199673	9,068778	13,84127	0	5,209454	12,23182	10,99223	9,465567	3,70044	9,818583	9,027906	9,224002	0	4,321928	6,894818	7,459432	6,507795	10,14975	7,774787	13,46327	11,34928	7,707359	4,247928	14,29318	13,62674	5,61471	10,68825	6,870365	11,0182	13,60964	12,01576	14,41673	13,38909	14,11073	7,266787	10,68036	9,696967	10,21796	12,32362	10,9901	8,303781	12,30521	3,807355	9,266787	8,682995	4,643856	4,584962	3,459432	12,62708	10,06878	13,24451	13,9359	14,49317	12,99859	12,47751	13,23646	10,88264	11,52209	6,70044	10,62022	11,07481	7,592457	12,28656	12,0607	9,918863	8,033423	10,91289	10,53819	13,72728	8,33985	14,86457	6,149747	12,61563	9,903882	16,22675	10,69697	11,09011	13,1238	9,278449
COVID19	10,4625	2,807355	1,584962	2,321928	8,584963	0	6,918863	8,807355	13,39138	6,954196	9,771489	6,857981	5,357552	11,76653	8,475734	8,867279	10,47776	2,807355	1	10,91064	8,562243	2,807355	7,67948	6,409391	2	2,584963	13,10607	11,35645	2,584963	3,459432	4,70044	10,5068	6	6,169925	0	11,18301	8,758224	10,73809	11,56129	0	3,584963	11,47624	11,1605	10,19967	1,584962	8,370687	7,159871	8,689998	5,70044	4,584962	6,84549	6,044394	4,857981	8,144658	8,622052	12,84823	10,2503	3,584963	1,584962	12,79401	11,948	1	9,647458	1,584962	7,67948	11,239	8,939579	10,29692	12,50854	12,50432	4,70044	9,33985	6,70044	4,584962	11,44191	5,954196	3,584963	11,39607	2	6	9,174926	5	3,321928	2,584963	7,159871	10,41785	11,41943	7,658212	11,41257	14,01594	5,807355	11,86767	6,066089	5,285402	3,807355	10,97298	9,328675	6,569856	11,21006	10,71167	10,90238	5,357552	6,870365	5,672425	12,20945	4,392317	13,71896	5,392317	10,74735	10,13827	15,55366	7,643856	10,32868	10,16616	8,417852
COVID19	10,52943	8,714246	0	2,584963	10,41574	3,321928	9,197217	9,881114	13,11602	7,366322	11,25739	8,700439	10,0348	11,11504	9,519636	9,459432	10,05257	4,169925	3,584963	11,05121	8,033423	4	10,36085	5,426265	5,672425	3,169925	13,75395	11,61839	2	1,584962	5,209454	10,22521	7,33985	5,882643	1,584962	11,71768	8,636624	9,068778	12,92815	1	2,584963	11,38316	10,59898	9,99859	2,584963	9,457381	8,33539	9,164907	2,321928	4,087463	7,228819	6,672425	6,599913	8,982993	7,629356	12,93884	11,62022	7,400879	3,169925	12,55507	12,36331	4,321928	10,23721	4,807355	9,988685	11,96795	11,47371	10,30834	12,61839	13,27234	6,857981	10,52258	10,12153	7,392317	11,17555	9,144658	4,807355	11,31345	4,087463	7,876517	8,139551	4,90689	3,70044	4,523562	12,03755	10,7879	11,90463	13,64024	12,88988	12,32587	12,30492	11,92889	8,918863	11,20701	7,599913	9,992938	10,51175	6,33985	11,61379	10,95347	11,19414	7,366322	9,779719	8,625709	12,67948	8,851749	13,98957	4,459432	9,990104	9,330916	15,13919	10,2738	11,03273	11,3592	9,060696
COVID19	10,96145	2,584963	1,584962	1,584962	9,149747	0	7,37504	10,26562	13,73217	6,209454	10,58308	9,273795	9,994353	9,871905	8,388018	7,569856	11,31685	3,321928	1	8,721099	7,857981	4,523562	8,569856	4,523562	5,61471	1,584962	13,55651	12,05393	2,321928	3	4,169925	10,93074	5,78136	5,554589	0	11,60038	9,67772	9,807355	12,48256	1	7,098032	11,85604	11,0954	10,46659	2,321928	8,879583	7,988685	9,287712	5,643856	5,584962	7,366322	7,643856	5,61471	9,103288	7,960002	12,39553	10,63027	7,098032	3,584963	13,26224	12,98175	4,247928	11,19845	6,965784	10,40514	12,59222	11,16616	11,59105	13,31755	13,41864	7,864186	9,897845	8,317412	8,930737	11,95928	11,10263	7,629356	11,82456	2	9,002815	7,087463	2,807355	2,584963	3,169925	11,63708	11,38909	12,7328	12,95165	13,54231	13,13411	11,25915	12,72877	9,41996	9,854868	7,149747	10,53625	10,90839	5	11,83051	11,09342	10,32868	7,714245	10,14975	8,592457	13,19245	8,118941	14,57252	5,209454	13,6591	8,546894	16,23205	9,779719	10,97799	11,38694	9,063396
COVID19	9,172427	2,321928	1	3	8,087462	0	5,169925	9,182394	13,36905	6,658212	9,385862	5,83289	4,169925	9,159871	5,930737	8,005625	11,81338	2,807355	2,584963	7,451211	7,727921	3	5,459432	4,459432	2,807355	0	13,97934	11,81618	2,584963	3	4	10,82018	5,554589	5,807355	0	11,84314	8,906891	9,495855	12,36523	0	0	11,99329	10,33092	9,79279	2,584963	8,554589	7,400879	8,84549	8,357552	2	6,727921	6,768184	3,321928	8,134426	8,599913	13,61724	10,47472	2	0	13,29591	12,15228	4,857981	10,81618	3,321928	5,087463	10,78953	8,33539	11,74609	13,22611	13,72558	5,357552	9,682995	3,807355	3,906891	12,08846	5,61471	4,643856	10,42522	3,321928	6,857981	8,396605	6,629356	5,169925	2,807355	7,33985	10,94178	12,239	6,523562	12,32755	12,53989	4,087463	11,47015	4,954196	4,321928	0	10,3015	10,97226	5,584962	11,61793	11,42679	9,377211	5,491853	7,857981	9,383704	14,16451	5,459432	13,83141	6,285402	13,68989	9,465567	16,01548	7,129283	9,326429	9,521601	8,049849
COVID19	11,14147	4,523562	0	3	8,774787	0	8,317412	9,047124	12,93037	7,807355	10,19967	8,098032	8,129283	11,51915	8,839204	8,83605	9,871905	4,169925	4,321928	11,06676	8,40088	3	8,636624	4,459432	4,954196	3,459432	13,3696	11,26503	2	3,321928	5,426265	10,41151	6,357552	5,209454	0	10,83605	8,625709	8,179909	12,34624	1	4,392317	11,94105	10,75238	9,867279	3,169925	8,312883	7,954196	8,83289	6	2,321928	7,392317	7,686501	6,129283	9,774787	8,370687	12,0461	10,80896	4,643856	2,321928	12,31854	11,82575	3,169925	9,471675	4,169925	8,539159	12,06945	10,24198	11,11374	12,06844	13,21371	7,774787	11,27903	8,321928	6,643856	10,40088	8,044394	3,807355	11,33595	4,70044	7,247928	9,033423	5,044394	3,169925	4,087463	10,28771	11,09408	11,50084	11,58449	11,51718	12,31004	9,778077	11,90576	7,813781	8,434628	5,672425	10,48583	8,83289	6,189825	11,59852	11,37341	10,51964	7,033423	7,434628	7,918863	12,88417	6,90689	13,69718	6,209454	10,65553	9,938109	15,28367	8,422065	10,41891	11,02791	8,826549
COVID19	9,965784	4,392317	3,321928	2	9,738092	0	7,159871	9,162392	13,5626	7,948367	9,521601	9,250299	9,636624	11,60918	9,396605	10,35315	10,51373	4,392317	5,643856	13,73079	8,330916	4,807355	8	6,942514	4,857981	3,169925	13,09424	11,37558	3	4,523562	4,70044	10,83842	5,90689	5,78136	0	12,39419	9,084808	10,18611	11,90614	1	0	11,47371	10,95201	10,30606	4,247928	8,754888	8,383704	9,002815	7,266787	3,906891	7,087463	7	6,247928	9,17742	8,016809	12,5411	11,39981	7,276124	3,70044	11,79076	11,57932	2,584963	9,41996	6,129283	10,12153	11,27612	9,485829	7,839204	12,49685	12,75489	7,219169	9,658212	8,294621	8,703903	10,76321	10,09935	5,83289	11,24674	2,321928	6,426265	8,897845	4,584962	3,169925	3,906891	9,991522	11,24079	11,08348	11,94946	10,7936	13,12509	10,05393	10,21553	9,434628	9,539159	7,022368	10,97154	8,985842	6,169925	10,80896	11,24911	12,9591	6,672425	8,710807	9,995768	11,97441	7,960002	13,57246	5,321928	12,52185	9,751544	15,55474	9,850187	10,78218	10,31288	8,632996
COVID19	12,02133	0	1,584962	3,459432	8,903882	0	6,066089	8,055283	12,60987	6,882643	10,64386	8,727921	9,049849	12,85273	7,076816	10,12412	11,47371	3	2,584963	14,3559	9,609179	4,523562	9,758224	8,434628	8,169925	3	12,79746	11,82734	3,807355	5,554589	7,8009	11,00422	3	5,83289	0	11,11504	10,88493	12,08945	11,93185	0	2,584963	12,15798	10,63753	11,10525	2,584963	9,008429	7,70044	8,988685	4,70044	4,954196	6,442944	5,930737	6,247928	11,72835	6,303781	14,29892	12,29835	7,209454	2	12,92296	12,12218	8,209454	10,99152	4,70044	9,23362	11,70477	9,214319	6,409391	12,83289	12,22551	5,044394	9,763212	7,807355	8,060696	11,02514	9,560333	5,087463	11,97226	3,906891	5,672425	9,579316	4,754888	3,459432	3,584963	9,084808	10,08215	11,96398	10,56891	11,25562	14,04192	9,55267	10,07414	8,348728	6,087463	6,087463	11,85097	8,055283	5,426265	10,91961	11,37775	13,9763	5,754888	6,930737	8	13,06676	7,643856	14,26723	6,507795	10,78136	11,19229	16,38435	8,219169	11,86302	11,07012	8,523562
COVID19	10,42312	1	1	2	9,111135	0	7,73471	8,471675	13,2093	6,727921	9,903882	9,041659	9,99859	11,948	7,285402	10,46046	10,27961	4,643856	4	12,40275	7,851749	3,807355	11,98655	7,434628	4,754888	2	13,19983	12,09836	5,584962	5,426265	5,930737	10,2854	6,90689	5,169925	0	11,50829	10,85798	11,37721	11,84353	3,321928	4,857981	11,61425	10,57459	9,415742	2	11,14593	7,942514	8,603626	3,906891	4,954196	8,791162	6,554589	6,228819	10,63934	7,665336	13,36851	11,80655	7,761551	1	12,91532	12,84117	5	11,94435	7,321928	9,285402	11,13057	10,46557	10,58026	13,30521	12,8011	8,731319	10,05121	9,975848	8,997179	11,58167	10,2854	7,044394	11,96398	3,321928	6,794416	10,33651	4,584962	4,90689	5,247928	11,55075	10,80896	12,66267	12,69283	12,10493	13,68387	11,62708	11,74273	9,789534	10,66445	7,483816	10,78218	9,987264	5,357552	11,24496	11,14466	12,73978	7,149747	8,748193	10,12153	13,16883	7	14,41713	6,228819	10,86109	9,682995	15,77499	9,751544	10,70995	11,57365	9,157347
COVID19	9,194757	4,70044	1,584962	1,584962	9,79604	0	6,70044	8,348728	13,17804	7,70044	9,724514	7,383704	7,851749	9,182394	6,629356	10,10722	10,18364	3,584963	2,584963	12,51323	7,562243	5	10,42206	6,044394	3,807355	2,584963	13,75228	11,44242	1,584962	2,807355	4	9,988685	6,554589	4,90689	0	12,06508	8,491853	10,39339	11,79279	2,807355	2,584963	11,55507	10,73809	9,189824	2,807355	9,211888	7,129283	8,962896	6,672425	1	7,459432	5,61471	4,247928	9,424167	9,78136	12,87037	10,79035	4	1	12,94873	11,26092	3,169925	9,100662	5,087463	8,483816	10,44915	10,36851	8,33539	12,32559	12,91233	4,90689	8,912889	7,754888	7,303781	11,04508	8,618385	5,044394	9,97728	3,169925	5,087463	8,204571	4,523562	4,90689	1,584962	9,643856	10,29577	11,88111	11,19291	10,1046	12,16742	8,060696	10,76487	7,948367	8,299208	5,584962	11,00422	9,884171	5,426265	11,38316	11,62297	12,05765	5,857981	7,562243	8,209454	12,48407	5,285402	13,20854	5,321928	11,28135	9,459432	15,88145	8,550747	10,20212	9,473705	8,686501
